salesid;salespersonid;customerid;productid;quantity;discount;totalprice;salesdate;transactionnumber
90798;13;90459;217;23;;0;20180201;XLNO47QK0BPF8ZLF31Z0
90850;23;11282;368;3;;0;20180201;PONL4H0NTI02WXJDFCFU
90921;13;22068;335;6;;0;20180201;9SAVEDEVSRWSQGGLTXDW
91013;3;71248;50;19;;0;20180201;F9GAWIUK7CJ5L8UYLXJW
91114;6;13976;233;4;;0;20180201;G4F32A5W5AUD31MWFJ34
91700;5;16837;69;5;0.2;0;20180201;2294KHS92PGLYR9C4U4Q
91749;6;83123;325;22;0.2;0;20180201;3G2OZLPFBTQ3E57C1VTS
91871;8;7577;80;2;;0;20180201;16A24CT6EN29M6XPJ592
92042;8;98515;238;25;;0;20180201;DLEO4VGFVC29R1EFY7TP
92064;20;25521;158;7;0.2;0;20180201;TA85Q3CPGIMWYRNI1DJ0
92199;10;13435;335;4;;0;20180201;OEVTNB4S7TIF4Q2IQGCX
92359;14;59990;52;16;;0;20180201;42G21Q8EMRS4CXRQNZSE
92563;5;27960;410;8;;0;20180201;M9S2BFLW1FM7UXMV9IMZ
92631;8;42123;273;11;;0;20180201;NYP4WPH820NZ3OIM1RQ1
92708;20;86119;401;22;;0;20180201;SRJ0UBU06P7QJ20UAG8E
92787;6;81676;332;21;;0;20180201;M94JV12WFVUZXKXMXZSU
92918;15;33543;185;9;;0;20180201;LEGVAGS5CSN1HU1DC7PB
93017;2;65972;20;17;0.1;0;20180201;RFKPTYHBJHSQNBGFZWEN
93020;6;88350;176;23;;0;20180201;KDD7AIHSNPO2W3BZU8LF
93410;7;58339;249;15;;0;20180201;2T8J4GY990QS3YJQCA19
93453;18;24602;432;7;;0;20180201;BIXY09YL4TUDHBIE0ZSN
93461;20;74165;38;19;;0;20180201;Z5IYRUTWO8TTNGGV1AH2
93646;21;78500;76;20;;0;20180201;6VZE72EPGWCSKYIJQHHN
93672;23;96532;439;25;;0;20180201;2NNU7DO8ILU9NQB5BXXA
93992;12;98396;105;25;;0;20180201;35EOVSUN5REF8ZXHDKLA
94052;13;97118;288;25;;0;20180201;WWECN6OO3AN1PTN97JYC
94061;8;62845;281;16;;0;20180201;AYIBQRUVIJWW6OP8FSGI
94182;20;16936;83;5;;0;20180201;QXC1VUFLH18LK1JXMZ7F
94189;18;66860;260;17;;0;20180201;M013I12POURLMD4FWHZE
94197;4;71785;265;19;;0;20180201;55S2C08T37V9H5YEKPCZ
94685;22;37630;19;10;0.2;0;20180201;HEE43UMGFY8K6DOAL38G
94691;2;85028;244;22;;0;20180201;7YSR7IYRRCWMY7RVNQMN
95093;14;74518;231;19;;0;20180201;KIO52UYHQH58ZWG8DHWF
95155;1;92177;146;24;;0;20180201;UPB41RERY4LPG7EY5RMS
95185;17;30164;81;8;;0;20180201;CIJBNFXVD7JBNPXSIK6F
95299;19;42241;379;11;;0;20180201;ZF5YLTTLGETVVX2JYCDP
95526;19;67560;450;18;;0;20180201;J96TMINO0W4ATHO0Y931
95603;14;6062;340;2;;0;20180201;J589D5WKXPNZTFXATFXW
95764;8;8329;320;3;;0;20180201;9LZAYC2REUQ56LV9BO0O
96039;3;31892;300;9;;0;20180201;SDLTPGVBDGMT8CHFQ41C
96386;10;17500;375;5;0.2;0;20180201;71WG442DWQ11GPCEGA2P
96426;13;82001;107;21;;0;20180201;TY430S0LG15YKCUN1A5K
96606;19;42314;399;11;;0;20180201;UCK0RCY4ECPBFB5IMKWG
96619;2;93160;335;24;;0;20180201;TPCIPUYAEXOQZBMI1UA4
96692;5;58809;78;15;;0;20180201;0EYHEY4LD0WCSQS5XIMN
96777;17;76192;396;20;;0;20180201;J0UIMTYSOC7SJ09S944K
96852;13;85739;149;22;;0;20180201;MUVGT3H5203PUMPYRPKV
97125;19;12050;38;4;;0;20180201;VNTZACXPVDLC51I282P4
97209;23;83858;75;22;0.1;0;20180201;0AXQXA92EWB3M23LJHV8
97238;9;92187;351;24;;0;20180201;UY3HWH35OA01SW3ZQLW8
97365;18;41356;412;11;;0;20180201;DL2IFU9UJJ867KSCVH9X
97455;3;78402;372;20;;0;20180201;4BVBJNFP1LLEYQDKB4XO
97477;20;51929;231;14;;0;20180201;3JUMWYPW2JW1VG7HZ5FF
97514;15;92927;185;24;;0;20180201;U6TMS1Z5IKQ5TE9ZCCYM
97606;6;65937;138;17;;0;20180201;D4P8S1QMB4O2TO4K2HNO
97748;4;70040;247;18;;0;20180201;HPTFA4UAN2QRK5G01M0F
97846;4;59935;355;16;;0;20180201;KK6Z2DB1VQEGKDY605FF
97956;11;91366;65;24;;0;20180201;YSLPTR6GXPEH2DFV2FDQ
97962;23;50764;371;13;;0;20180201;V2YC2257PNYNZUX37SID
98173;22;59688;287;16;;0;20180201;FIIOLX23B5RRKV7CVLXP
98326;16;88886;97;23;;0;20180201;884DTI13D8FZD6HNGS4A
98405;21;49916;197;13;;0;20180201;R3JULOEU90QKQ5JNT6MM
98607;16;45462;285;12;;0;20180201;V9ZK4NGUTYQVOPEMMDV6
98643;6;81373;322;21;0.2;0;20180201;4ZN2M4H8U1974BALER35
98678;19;78021;132;20;;0;20180201;GOIV4ND5146JNAJ4G2JH
98838;17;51239;313;13;;0;20180201;JP703EFR397QV4ZK0XA0
99002;9;76817;176;20;;0;20180201;5OB6I0TDOZH4VI4N6TOD
99067;17;71650;338;19;0.1;0;20180201;3U7XZPPQ4N5Z31GFLJ3Z
99124;13;84296;374;22;;0;20180201;YYUTZODL8Q3DF7ZLN25F
99309;6;59936;305;16;0.1;0;20180201;F9V6OKRUPRY9VOXC7LCA
99553;21;58760;301;15;;0;20180201;90ME4XKJ70DOMMQEMN58
99748;23;32414;165;9;;0;20180201;J416KPX9PE43A1PALE5J
99761;7;28468;366;8;0.1;0;20180201;ZN390GMB20IML21CVY72
22;18;23677;442;6;;0;20180131;3XJQHRN1HU7295SB6QUL
93;7;42117;57;11;;0;20180131;162CTLIMMYDCXRA7N2UY
234;12;19879;110;6;;0;20180131;WX5Z1TQOCJ5KDFIO2SKA
273;4;19716;359;5;;0;20180131;MUZL13QRUYD1AMTOUNBU
418;8;67633;101;18;;0;20180131;SC2EO100BB6PZQJ42ALK
434;12;20658;339;6;;0;20180131;VD7D3RD5A9B9AHMGRQLC
713;17;61175;201;16;0.1;0;20180131;12YL17JQ5AAZ4S8VFT2T
871;19;3919;173;1;;0;20180131;JJX50A5RXC00U53FUE8Y
884;1;78244;442;20;;0;20180131;4NB61826H73R2S7ALGYD
922;4;67972;209;18;;0;20180131;BWUO28LMAT8T6AA4XKEO
1637;8;30160;344;8;;0;20180131;BPECR014DA06YACQ9G2I
2007;7;77313;25;20;0.1;0;20180131;JQDYJIFKICIT5DMWYXBE
2085;7;24035;314;7;0.2;0;20180131;5KW2Q4KNZCITZ145PMHJ
2175;1;25434;284;7;;0;20180131;CCWECELSGJJPJ65H8FA0
2258;2;31878;318;9;0.2;0;20180131;8TB6181KCE4K0GH6XKP2
2314;9;33368;141;9;;0;20180131;JRDO9RUD0O0LJAWQPWGJ
2825;6;24425;117;7;;0;20180131;BXJ5SVDV2PFHTU946GE4
2988;18;67446;253;18;;0;20180131;PX5BQLRXAM154FIX8BU6
3112;11;3073;404;1;;0;20180131;F5JZ28CTK1LYI5XQVCOM
3116;9;88801;303;23;;0;20180131;A1GUT5N4Q02K8VO0WURB
3159;13;19753;306;6;;0;20180131;4K0XE0HO8GOXIF04MTHY
3344;20;91270;15;24;;0;20180131;BT4LBGOEQKDAP3WKNWEY
3366;11;15184;316;4;;0;20180131;7XHTX4B4RDG239J95OY7
3768;2;43605;2;12;;0;20180131;8IUVD44KDK8ELJBP05NJ
3845;19;66750;210;17;;0;20180131;0U8QSSS1HGIF9AUC4ZUU
4458;17;42272;452;11;0.2;0;20180131;6CIGCQ1UA9ZP7LB6U1AH
4463;15;41135;260;11;;0;20180131;GVLXKE0JKEAYW93B1EQ5
4584;4;68358;445;18;;0;20180131;TDI3S5ULQX36DLO7REB4
4615;6;40780;78;11;;0;20180131;VGWDW62ENLLSIIAZKNHH
4621;13;89991;431;23;0.2;0;20180131;MVP20TAX9RPZVA73G47H
4647;21;79059;315;21;;0;20180131;AFIAL1NUD0QES24RHTEE
5408;14;80697;299;21;;0;20180131;FWTRU9QO0NHKXIODUOBQ
5707;9;35863;153;10;;0;20180131;6CG2I97B5H4425V7OHLQ
5709;20;28750;211;8;;0;20180131;VW6MX95RNYQMK1C1Z3TW
5754;23;94296;412;24;;0;20180131;C7YWNGYKWAYER1E64ADV
5780;5;7421;172;2;;0;20180131;CZK4882JVLX8MVZTLWS3
5807;8;12492;364;4;;0;20180131;5PA1JWU7UWT1BC8M1RJW
6037;8;69188;105;18;0.2;0;20180131;C6H3X7K7WY1074F5NJQC
6115;21;77933;59;20;;0;20180131;HF5UXF5MVLKYQY3O0A70
6121;1;89155;87;23;;0;20180131;1VHV8V4J3I2NGGJFH923
6341;19;25890;212;7;;0;20180131;E3YYQ78ZC5IRFABB4CF4
6442;23;89247;125;23;;0;20180131;MHMR3IWVQ58W2E2ZNVUL
6476;10;82375;445;21;;0;20180131;I7D5VLPLTNAH0MYF5E9J
6509;7;45034;104;12;;0;20180131;S249B6ESAN69COJW9ZWF
6622;12;78411;341;20;0.1;0;20180131;ZU0FEPABPAULRDBESTQ8
6849;22;75964;230;20;0.1;0;20180131;W1YLRAFR7CWPUI5E7BJG
6856;13;48357;176;13;;0;20180131;H4G12QCKV4C9ZCVEG0A0
6867;13;243;307;1;0.1;0;20180131;RWOJR67P62MLG3XDPU8U
6946;22;743;272;1;;0;20180131;S44K76SQ22INMPV7VK4R
7174;7;6058;341;2;;0;20180131;JXAPH7BVA1Q013CMK7YF
7302;8;77812;437;20;;0;20180131;KOSEH0S8INMEZTAQKWRU
7404;21;7998;153;3;;0;20180131;UPXQ13AJ543Y6KI90LK8
7539;7;91295;175;24;;0;20180131;I092IS299FTM8YNP8N4E
7593;6;65901;129;17;;0;20180131;6Q29Y6E4W831MEOEKQ9T
7633;23;89183;118;23;0.2;0;20180131;TEBEOW30PLGQ079EC1CZ
7645;16;58382;424;15;;0;20180131;AZKEJ9VA94BIKJ2QMA58
7800;23;42253;47;11;;0;20180131;V7EQWTMTJC9VMBDDXKH6
7840;20;75482;75;20;0.1;0;20180131;3HAHIQU087I3A1U3VDUS
7884;1;40597;10;11;;0;20180131;OZCGXCI0K7XTJOBQR2QH
7929;8;60363;17;16;0.2;0;20180131;IDEFYQMZBJS459ZGS5A4
8207;4;36790;318;10;;0;20180131;N1RB2AILCFRX1LM4THN2
8328;20;5421;388;2;;0;20180131;1S4CQ2MLFMDY3DF0ZU41
8418;22;871;53;1;0.2;0;20180131;ARMEK7Z86LRAYS0SJSD5
9097;22;3980;306;2;;0;20180131;2T5VDID8ZF7H8YVX1YFO
9250;23;5168;80;2;;0;20180131;C6UMKFJB6J5RUZWY6MJD
9254;4;51620;36;14;;0;20180131;WBX9CMVRVMHU6WZILCN1
9381;23;38511;442;10;;0;20180131;XOS7XQAME8QCILHDQJYI
9399;17;12490;123;4;;0;20180131;KGYMK27XCSA1A3FFQ4LB
9528;6;28934;171;8;0.2;0;20180131;P27EO98NI28C9V0R8KI8
9578;21;14466;27;4;;0;20180131;GVAMHY0QP1SLYE0Q4WMT
9658;23;69116;137;18;;0;20180131;4ZKFAMAR77CI30LC8SBF
9706;7;13394;194;4;0.2;0;20180131;OIC5VD8QUCL4F8OKBD3K
9723;18;4109;432;2;;0;20180131;WS38856VZL93HKHB9PKZ
9764;15;88013;126;23;0.1;0;20180131;NEL6C2VS8RTZ3KCULW5C
9791;9;14556;375;4;;0;20180131;YIS9HEOPDD0PZPULEPBX
9838;1;80482;221;21;;0;20180131;8MGKBWMQS9EFK3QZIAGY
9855;12;41162;368;11;;0;20180131;1GM3L9SUDAEDCZUGQZQY
9943;6;34915;234;9;0.1;0;20180131;9BJ1F06K0T6YJ8K9JZ1R
9978;4;34057;280;9;0.2;0;20180131;20NE12YIZCIMHJI36KXP
10083;18;58485;374;15;;0;20180131;FKD1JIG0HJRC03APKW10
10266;9;35605;160;10;;0;20180131;X93XO02ELRTD49JM5WTR
10382;11;89960;266;23;;0;20180131;68YLVZEX8VTEVVUAB7SF
10697;4;74090;78;19;;0;20180131;2JXCQO7R9FJJ3SZECBE1
10807;10;76799;365;20;;0;20180131;DALUXGIKEB89FA2K29XO
10856;6;63744;333;17;;0;20180131;GEVW4NMPSNTUST5YQM7F
11217;16;74306;175;19;;0;20180131;IPP4WJDV58X9CPXIHQNX
11408;7;43616;312;12;;0;20180131;9IX2UGB3N4PKR96HSWCH
11654;9;7418;51;2;0.1;0;20180131;ULRQCXF61OLPV3WEM34X
11684;5;85483;406;22;0.2;0;20180131;5XLXNRLKOMHTBUNRRHPC
11689;9;44111;241;12;;0;20180131;Q1GE1C17OA3WMQ48471G
12081;23;61105;277;16;;0;20180131;ERH6B8SORJWLME60BKI2
12086;19;95319;329;25;;0;20180131;HWAXKSNWXZJWDN27U2WS
12126;11;76932;359;20;;0;20180131;Z14HCKNIFCUGLIHFMYNM
12251;10;1410;423;1;;0;20180131;TK7CHQLW8BH1XXV4NBG7
12277;23;56173;220;15;;0;20180131;NAHIRSVJ49F1TI7FSKKX
12328;13;63445;137;17;;0;20180131;NRGQ7WGEPEOXHT5K0U2A
12560;19;27697;446;8;;0;20180131;TZ6F0TGV4SZ37S9753HH
12892;13;83765;350;22;0.1;0;20180131;0B4AAIQJMIJH5WSBS6SQ
13008;2;86239;256;22;;0;20180131;BSK5OW8KJK0ULZXY9P8K
13020;17;32363;103;9;0.2;0;20180131;P1192FSOCXSS5ULCHRJ9
13109;7;16619;229;5;;0;20180131;Q8L0S3GWOI8SVD27ASCK
13382;11;50855;265;13;;0;20180131;T02CUVZYI74G7SIAMT5Z
13463;4;90033;37;23;;0;20180131;HYW4XOFS53BA1BHOKTD5
13641;13;60589;110;16;;0;20180131;UOVKN7FMMANKXV6540CL
13922;14;87938;382;23;0.1;0;20180131;K033DDFW8BRRKIH6GB2A
14149;16;56356;195;15;;0;20180131;W7YCWQE777AOHIH1YGSG
14175;15;88325;132;23;;0;20180131;ZA7OMGCWQVMXA8HTRYP6
14316;17;68570;288;18;0.2;0;20180131;0JZVSO7O8NGSDDLR49X9
14402;16;92243;372;24;;0;20180131;NDF5INHKC44TPEY93PNZ
14505;22;47348;127;12;0.1;0;20180131;3ATGALYJ6L0DF5LI8A01
14513;3;82845;418;21;;0;20180131;9E8ITKPMIIG2ST8F1BJ5
14546;14;88595;176;23;;0;20180131;S67MJQ7LZ7KKL8TUUIJL
14547;2;7874;275;2;;0;20180131;5U1W0G8CYZEMN9LDXP7X
14630;20;3953;152;2;;0;20180131;DSFM24IRSJARJI1BAXHI
14655;7;42761;80;11;;0;20180131;AOD3QQ51MOIX8IR8L275
14863;20;28137;197;8;0.1;0;20180131;2FBFTUPC10LNSR5XZQ7D
14870;7;7432;108;2;;0;20180131;B5785S62THIA1UMFKWZI
15070;5;95971;73;25;;0;20180131;HKH0G5EAHY1TVPVBPRKH
15096;11;79358;162;21;;0;20180131;O3Q86P7WZRQ8Z8N9LQ8N
15496;12;50217;15;13;0.1;0;20180131;2EJ12DTXEZYD8I903QNJ
15914;17;8147;64;3;;0;20180131;5GNINUAGI2U54NEGKVY0
15996;15;76954;439;20;0.1;0;20180131;HAHE46G8KLPZVH56SSVM
16161;2;97528;175;25;;0;20180131;ZSYKYTM3ZN6C9KI0DF3T
16416;4;52861;278;14;;0;20180131;P4FIJBALRFEJANQXJ54P
16429;18;95445;346;25;;0;20180131;93YPEYPAHA5ETJ31BESN
16990;17;74880;369;19;0.1;0;20180131;OUFT0THFPGM3RWQ2DQ6K
17060;14;80346;68;21;;0;20180131;LFUH9516S9HO7P4WURI9
17197;10;82419;427;21;;0;20180131;TJ48T1WZ73V29I0NVYN4
17456;22;70720;178;18;;0;20180131;3L8RQ7EKOWOBH0V65KQQ
17468;9;46857;53;12;;0;20180131;TA4JJ0ACBZVZPGDEMPK2
17475;2;31415;314;8;0.2;0;20180131;MDWDUFC3XGD282HZM468
17519;22;74489;234;19;;0;20180131;GVCVZ4AXYKO3J50FZ776
17550;21;64055;142;17;;0;20180131;R7LSN6N4CYD9W6RVZ3OF
17568;4;52506;33;14;;0;20180131;OEHLATB06U6G6GOMWNOJ
17751;10;3167;430;1;;0;20180131;36IBYLCG4CDUEC4NK61Y
17883;12;42681;159;11;;0;20180131;P96ESGG5K03XK2O5FIGC
18084;15;28077;354;8;0.2;0;20180131;GGHWER4LP5JO1U1TLY1F
18242;23;22040;268;6;;0;20180131;P2QAFZZRODAE2D8HYKS9
18403;23;17109;209;5;;0;20180131;FQVDPRTMJ7Z0OGIC4OL9
18457;9;72806;132;19;;0;20180131;WVHJARL79ONTNT75FN0T
18777;22;41412;278;11;0.1;0;20180131;IC5AJNLIE4X3S0BB02W7
18928;3;33330;298;9;;0;20180131;AZVVB0FC088KHQESTN6W
18943;12;84511;414;22;;0;20180131;QPC7MJNW1XPL8YPXKJW9
18974;2;97672;388;25;;0;20180131;XJ51OHA0S30Y442MVHQV
19014;22;75255;3;20;;0;20180131;A4FO1ZJYFPLTVHV0UFI3
19157;7;35601;217;10;;0;20180131;RZACV6E7Y2AWKMB6E24P
19332;13;51917;10;14;;0;20180131;0QX3B7KKX85WP6IJYMOB
19674;1;85791;49;22;;0;20180131;J7XX6N1CDCZ2OL2WA3I3
19742;18;96958;376;25;;0;20180131;M29J85O64Q7JOJWI1O37
19802;12;29301;3;8;;0;20180131;ZLP1KXR5RLH0CYYZ89ED
19875;15;33816;179;9;;0;20180131;F3KX4HNP8T9TM51WVW5P
19994;12;3276;157;1;;0;20180131;NVDXZ013N5KIPXBGW33Z
20020;5;16687;49;5;;0;20180131;9PT1EB6CIFI07GRJCUKN
20033;19;63349;393;17;;0;20180131;Z45XM9XEE7FJM5Y7269W
20146;13;32130;440;9;;0;20180131;K393IV97VVL13JVT41U0
20243;8;57077;443;15;0.2;0;20180131;0D26CK7J3HVYJBDXA0X2
20407;16;15452;181;4;;0;20180131;8M7AD6ER77KVH47R9FD6
20642;8;72541;170;19;0.1;0;20180131;4K1VA1AYUS4EJYYZEOZ6
20668;22;28842;138;8;;0;20180131;VKUAP2GI1ZPRAVWRNQ94
20716;17;29281;64;8;0.1;0;20180131;JJP392UYLOCQLFT28C3O
20732;22;22891;75;6;;0;20180131;G4507P32NZ5MOPB0TI6F
20792;19;35425;77;9;;0;20180131;LP91X5X8HHA3ME0498PA
20880;11;91595;276;24;;0;20180131;Y4WFU5455Y37I5IRTX38
21225;19;55060;298;14;;0;20180131;7DYRYFX1TLU8QN03CDPI
21246;5;27948;184;8;0.2;0;20180131;FLN3G8Y10D2MGNXY6PAD
21435;21;77098;267;20;;0;20180131;7YR48U8AEFOXHS2AWB1E
21527;11;76062;329;20;0.1;0;20180131;MIGXDUHI66D8TKAJDPNW
21605;11;1981;381;1;;0;20180131;5QO4LK4FHLJCPGE8NURU
21810;22;57281;255;15;;0;20180131;QX640UZWOCK56OEF1S3W
21853;9;48032;77;13;;0;20180131;06XZBZNPZVHNEJ86A1LK
21861;5;22687;137;6;;0;20180131;8IFJO2HW5PGCVGOB8QHA
21915;3;26502;6;7;0.2;0;20180131;X9WPYD7R7C13CF2THAKL
22303;4;29117;6;8;;0;20180131;5MLURUPAAJVGWAJKFR9L
22587;2;35361;146;9;;0;20180131;Y6424WTJV978HR4EL24X
22707;19;82173;397;21;0.2;0;20180131;7EBNZJAF5WTRBT3NVNIX
23313;13;86063;154;22;;0;20180131;1GUJ01NHP1Q3QIP1W2GD
23387;12;16489;86;5;;0;20180131;3XPOUKKFZAMS3I9RMC43
23481;14;7180;371;2;;0;20180131;NE7MCQBWTCOED7PDDDPA
23761;19;7249;435;2;;0;20180131;9G1J6J5NSP71HG4CTRYW
23783;13;69578;195;18;;0;20180131;ANEOINDKTQVPNHB4O2ET
23968;17;93441;135;24;;0;20180131;GCNXA8FJEPN8JBNA0G67
24053;3;60189;384;16;;0;20180131;MLNOKS774TRI88M7L9E9
24299;21;69472;409;18;;0;20180131;97LKV5UZECNV2T0KL371
24502;14;74997;19;19;0.1;0;20180131;FTZ30HUUVD0RR8IQN5OH
24568;5;93198;261;24;;0;20180131;6VC5LHCD3BHF8O4IRJSX
24597;18;94976;123;25;;0;20180131;37FMO9EJL0JSQ6TQLF6R
24818;20;49199;215;13;0.1;0;20180131;ZMP5JWI4IB1PDTS5SIS6
24920;5;36253;272;10;0.2;0;20180131;S113C3XL4D0AWYHLOUVI
25081;8;47367;107;12;;0;20180131;NGZ2W0YDJSWMDAIBI4Y7
25090;10;84245;220;22;;0;20180131;UQUI3EH7YKRNS44J5BRX
25158;13;58859;90;15;;0;20180131;ZJ6PNBRVM5CU7ZV89O7E
25268;8;47494;88;13;;0;20180131;01IYQ1MKBKWNUSSLGOTH
25297;2;23790;10;7;0.2;0;20180131;TQ29WBM2R1DGT77JPNMY
26088;1;26349;274;7;;0;20180131;RF0VWY83Q5FGFU0HJ5L7
26151;10;88952;71;23;0.2;0;20180131;KGNDE1ZGXHEVIM3LXJ4W
26337;1;62463;23;16;;0;20180131;I7LLU3EAULPQDS0EMDT5
26378;21;36997;272;10;;0;20180131;MNPXB7W87NGA5LJO3J7L
26387;18;39709;170;11;;0;20180131;786ULIQYE52L7ZOP9G20
26467;4;48229;441;13;0.1;0;20180131;R9USXW9PHMJJ3ZDV250Z
26606;21;84924;362;22;;0;20180131;W92JXQJNUNNRU8ATPDWW
26816;4;1594;145;1;0.1;0;20180131;9SCQ6RU6I0350DY5WNWW
27069;1;46225;299;12;;0;20180131;2XIEWQH9QQR88J0BYW0V
27118;7;9225;126;3;;0;20180131;GWL37UKS6HL227URDY9Q
27165;6;33834;235;9;;0;20180131;3SX4M463BF7LQOR57M6S
27286;6;66875;147;17;;0;20180131;5R0N8JZTMPS5R1Y1H1XZ
27324;16;46267;67;12;;0;20180131;1196AI6BPFHNFY7I56VR
27469;13;72796;242;19;;0;20180131;27JQPKQVI06QOS2BQFM7
27642;23;22193;276;6;0.1;0;20180131;HJBNO52TVC1C9KDKR428
27667;13;82840;117;21;;0;20180131;W6G2TM1RZZ9YU01FM8CO
27715;4;58756;124;15;;0;20180131;GYOR870ZBO0W05D0IQ5G
27869;7;60392;261;16;;0;20180131;TY2SSOJ6BKKIGXE69U0Z
28125;7;13466;412;4;;0;20180131;2TAKN9VIFHHDFPBKILVM
28214;10;50831;306;13;0.1;0;20180131;IA5K98800TE2M9PPM1V1
28554;9;82588;251;21;0.2;0;20180131;PUUIVMA4SUNRGQKF057V
28623;19;70589;38;18;;0;20180131;JOUKMLHEMAM5NQVH9K78
28701;5;64512;163;17;0.2;0;20180131;MKIWS0F6B1UO13VVV9N8
28703;9;88;202;1;;0;20180131;5SIU4UD4SUFTPQ2O6GUJ
29306;11;86370;1;22;;0;20180131;H2VH1U6RWFDADSIT3E48
29539;8;15572;420;4;;0;20180131;EWQPUDLAELQ92OFXRUNX
29859;9;11457;109;3;;0;20180131;U78D96HU7F4X3WZ6SOIF
30159;11;25990;443;7;;0;20180131;60G85D8MBFK6SJD3SRXE
30185;14;39015;278;10;;0;20180131;BP2968776F9G8FW6DPT3
30559;12;10992;27;3;0.1;0;20180131;HLU4AYW0EUS55NYV3FL5
30583;12;58159;89;15;;0;20180131;N1DQAKMMNR9T72FZ5LN3
30716;5;9548;194;3;;0;20180131;SVU7QMEN5T2QEM38HEUY
30782;16;67329;322;18;;0;20180131;D5I33HKDNI8ZY91AQ174
30934;17;52516;116;14;;0;20180131;EZJQRRAATNKUFCQC6DVM
31167;16;31431;131;8;;0;20180131;5BLWGKXJ3SBD3S544FJ8
31183;3;20430;400;6;;0;20180131;S34HM7V6EOXYAIOSMVQQ
31477;9;65679;272;17;;0;20180131;Z3YUBEQ61RE4HO28HAFC
31570;18;74936;131;19;;0;20180131;DDOKWKIJSIZJKQ3DHK6M
31655;10;75644;124;20;;0;20180131;7QBJ9YEI4NIVNTKLG9ZE
31668;23;76431;221;20;;0;20180131;4PRXRMGIATPZ3580GM8Z
31846;17;84681;257;22;;0;20180131;OLPE8K2ZA4D9W0507758
31889;2;83140;228;22;;0;20180131;KPQ1AG0IC2XTGO9G5KHO
32250;10;92219;329;24;;0;20180131;3BIUWJZPYQI5Y9JW1ORQ
32432;17;19865;431;6;;0;20180131;1ZPQW0Y3A01VPZDAJJSS
32454;6;28657;386;8;;0;20180131;RZ11TK6CD72HXXYDZZ37
32895;3;15924;115;5;0.1;0;20180131;3RUIO18VVFG92CHV72H8
32908;3;76382;346;20;0.1;0;20180131;0PA3ARWTE639ZFP8XM81
32926;18;94953;356;25;;0;20180131;5RB3TLJJT3CYH6C1AZ4B
33131;3;28965;261;8;;0;20180131;MBMSQZARNJ3TN4ECV4JU
33202;2;44711;234;12;;0;20180131;PHI4QUGHQXELCIQL1PBI
33632;7;48270;122;13;;0;20180131;GHWIOA912GNFHGHNDYMD
33966;22;73121;189;19;;0;20180131;T7WOM7RG7LJ8A6ED7HNB
33992;15;38937;17;10;;0;20180131;UBO0SZTHK1EWE8AMBGB3
34424;7;96070;9;25;0.2;0;20180131;Z4S7WKW9BNJ7HI1AGRKS
34619;2;27865;49;8;;0;20180131;2YHIOBO9MH2HD7608EWP
34974;13;76208;263;20;;0;20180131;E9LTO41ELWFWCMINN4RR
34998;14;15003;449;4;0.2;0;20180131;XVHV2GQAPREONENNGZ3Z
35147;18;93913;99;24;0.2;0;20180131;D0A2VDTUKYHLDLBQGT7Z
35229;4;18324;325;5;;0;20180131;9BMMQJCA6K234Z9T7RJE
35455;9;73669;145;19;;0;20180131;0ER3VCNU5TBK8W7YF7CH
35469;8;51771;152;14;;0;20180131;767DWRYNPUD8BJES3G8K
35493;14;43779;96;12;;0;20180131;ML8BZR2YMCCIJV0BMG5P
35523;1;15504;401;4;;0;20180131;LKLPSI9ZVGAIXCYPO4J8
35923;18;30673;282;8;;0;20180131;UXDW90QD67RM7XPS7LTT
36187;12;76225;82;20;;0;20180131;ECUBQOGB2ORDII6OGIRT
36493;14;89531;170;23;;0;20180131;NDVWQBCHP8M0EYWU6PGE
36563;1;48400;308;13;;0;20180131;SWPS6CMWDVDK4WDHVEK8
36586;19;83232;406;22;;0;20180131;GJD6JEP819AKJZTEL536
36974;16;93019;396;24;;0;20180131;305Z0TWUIDFQA7BN5GJJ
37179;20;54481;35;14;;0;20180131;C5FUSUPFZPDID1TYO19G
37509;22;62071;296;16;;0;20180131;4WVIAT9DCEZ4LAIC92FL
38309;22;30925;161;8;0.1;0;20180131;GZOFUYZN8WCKLBW95TF5
38630;10;7978;257;3;;0;20180131;IA60WMNVQYHLXWU821HM
38645;20;7888;199;2;0.2;0;20180131;V24LHTQ64K30ND58HW5G
38720;11;25504;427;7;0.2;0;20180131;9WVLMJ8DCVKROWQ2HWMH
39015;6;26705;153;7;;0;20180131;J7KR9NVVQLIB70FFJ97E
39101;1;52428;349;14;;0;20180131;7PYPYZ932Q2PO991DIU9
39139;2;88919;69;23;;0;20180131;474NLHBMLLUZPBFOEE4E
39521;3;4938;446;2;;0;20180131;6IA9ZD3M8MKKL291KH7K
39809;5;88258;203;23;;0;20180131;1B0RN7XFU5XSKE6UN9WB
40300;19;44426;189;12;;0;20180131;5YKDCFVB9270U0DKD5T7
40318;8;21794;18;6;;0;20180131;Z5CBAEMTCLQCW1DZ3YS5
40541;6;8993;393;3;;0;20180131;RSDXF5761MTQ62Q1NCLU
40633;12;18607;329;5;;0;20180131;97EKBQVQ7XOR6F79V04H
40698;13;58022;298;15;0.2;0;20180131;P5U8JD2FEF58G4W1PB27
40766;22;97509;20;25;;0;20180131;35T46K0X6BIPQIYBCA7P
